ID,input_sequence,class_label,text_label,input_type,pattern,source
762407,Is getting an education good morally?,0,it is good,action_question,Is {action} good morally?,social_chem
377512,"Is being frustrated when your child's partner refuses to help you an okay behavior, when starting refusing to help my girlfriend's mother?",0,It's okay,action_situation_question,"Is {action} an okay behavior, when {situation}?",social_chem
665773,"Is Gary threatening Ted and telling him if he doesn't pay Gary an allowance Gary will beat on him regularly acceptable, when Gary is neighbors with a rich but weak man named Ted and Gary has big gambling debts, and Gary needs to find a way to get more money?",-1,it's wrong,action_situation_intention_question,"Is {action} acceptable, when {situation}, and {intention}?",moral_stories
618557,"Ed apologizes to Hal, saying that he will do better, which he does",1,it is fine,action,,moral_stories
276949,Is playing too many video games bad?,-1,it's bad,action_question,Is {action} bad?,social_chem
550818,Am I supposed to want to keep a friendship going?,0,it is okay,action_question,Am I supposed to {action}?,social_chem
185536,"When forcing other bridesmaid to buy more expensive dress, is encouraging people to spend beyond their means correct?",-1,You shouldn't,action_situation_question,"When {situation}, is {action} correct?",social_chem
91241,"getting help when you feel like you have two completely different people in your head, in the context of i feel like there are two completely different people inside of my head",0,you should,action_situation,"{action}, in the context of {situation}",social_chem
466142,celebrating with family to keep familial bonds strong,1,it's encouraged,action,,social_chem
825794,"If telling my dog 'no car ride' right after getting him hyped up by saying 'go for a car ride?', teasing an animal",-1,it's wrong,action_situation,"If {situation}, {action}",social_chem
121527,"When not liking my gf's friend, not liking the same people as others",0,it's okay,action_situation,"When {situation}, {action}",social_chem
359186,"Given that John finds a dog in his yard, and the dog has tags with the address and phone number of its owners, John decides to adopt the dog into his own home keeping the dog in the backyard",-1,It's not acceptable,action_situation,"Given that {situation}, {action}",moral_stories
19366,"Is wanting to keep people in your past in your past correct, when asking my ex not to consider me her friend anymore?",0,It's understandable to,action_situation_question,"Is {action} correct, when {situation}?",social_chem
881307,"loving your spouse's children from another relationship, if stepmom loves husband's kids, but wants to be a mom herself",0,It's okay,action_situation,"{action}, if {situation}",social_chem
809207,kicking anyone out of your home,-1,You shouldn't,action,,social_chem
361097,Is living out a fantasy that you are with somebody that does not want to be with you acceptable from a moral perspective?,-1,It's hurtful,action_question,Is {action} acceptable from a moral perspective?,social_chem
640884,doing a job a few times to get comfortable with it,0,You should,action,,social_chem
435490,Is inconveniencing yourself to help the person having the birthday celebrate it morally good?,0,it's expected,action_question,Is {action} morally good?,social_chem
739597,"Is hating someone because the hate will consume you a bad behavior, in the context of i absolutely hate my grandma?",-1,it's wrong,action_situation_question,"Is {action} a bad behavior, in the context of {situation}?",social_chem
183115,stringing someone along,-1,You shouldn't,action,,social_chem
484889,"When zimbebwabwabwe is a retarted country, using the word retarded anymore",-1,It's not okay,action_situation,"When {situation}, {action}",social_chem
873311,Do you have to break it off and finding someone new when your partner doesn't want to commit to you?,0,you should,action_question,Do you have to {action}?,social_chem
620019,Is moving so you are close to where you work an okay behavior?,0,people often do this,action_question,Is {action} an okay behavior?,social_chem
36402,"Given potentially causing a girl to fail university, finishing your education",1,is important,action_situation,"Given {situation}, {action}",social_chem
101189,"In the context of teen's pursuit of perfection worries her grandparents, trying to improve",1,It is good,action_situation,"In the context of {situation}, {action}",social_chem
205247,"Is Martin wacking his son's arm and threatening to do more if he doesn't stop crying good from an ethical perspective, when Martin is at the store with his crying five year old son Jackson?",-1,It's not ok,action_situation_question,"Is {action} good from an ethical perspective, when {situation}?",moral_stories
626083,"eating fruit, in the context of they were the best strawberries jerry had every eaten",1,it's good,action_situation,"{action}, in the context of {situation}",social_chem
298966,judging things they see in others that they dislike about themselves,0,It's understandable,action,,social_chem
553937,"asking a neighbor to use different laundry detergent, in the context of asking my neighbor to use different laundry detergent",-1,It is weird,action_situation,"{action}, in the context of {situation}",social_chem
178318,"talking to friends during class, in the context of i walk into class and four of my friends are in it too",-1,It's bad,action_situation,"{action}, in the context of {situation}",social_chem
427609,"If every night he could hear alf fighting with his wife, disturbing one's neighbors with loud arguments",-1,It's rude,action_situation,"If {situation}, {action}",social_chem
70543,"If her makeup was done and she was ready to put on her shoes, can I wear makeup?",0,It's okay,action_situation_question,"If {situation}, can I {action}?",social_chem
722146,"Is keeping your job good, if job security prevents mom from moving to be near family?",0,It is important,action_situation_question,"Is {action} good, if {situation}?",social_chem
327365,"If telling my friend how I really feel about her abusive actions towards me, standing up for yourself",0,you should,action_situation,"If {situation}, {action}",social_chem
513220,Is Susie taking home a dog from the shelter without telling her boyfriend first thinking he would be surprised moral?,-1,it's not ok,action_question,Is {action} moral?,moral_stories
232075,caring about the well being of your family members,1,It is good,action,,social_chem
608277,dancing,1,It's good,action,,social_chem
81531,"Is wanting to get rid of someone that's trying to manipulate you good from a moral perspective, in the context of giving my boss an ultimatum that willcost him thousands?",0,It's okay,action_situation_question,"Is {action} good from a moral perspective, in the context of {situation}?",social_chem
768221,"When not making a big deal about my friend coming out as gay, making a big deal about someone that comes out as gay",0,You should,action_situation,"When {situation}, {action}",social_chem
679976,being able to be in whatever kind of relationship you want,0,you should,action,,social_chem
374614,Is picking on defenseless people acceptable from an ethical perspective?,-1,it's wrong,action_question,Is {action} acceptable from an ethical perspective?,social_chem
599054,"Given by accident I drew two cards when I meant to take one, is making a mistake when playing cards with friends morally acceptable?",0,It's okay,action_situation_question,"Given {situation}, is {action} morally acceptable?",social_chem
167984,"being overly controlling when dealing with family members, in the context of telling my sister not to bring her boyfriend to sleep over anymore",-1,It's bad,action_situation,"{action}, in the context of {situation}",social_chem
383518,"being lazy, given not going to my 8 am college class",-1,You shouldn't,action_situation,"{action}, given {situation}",social_chem
511498,"being willing to share your things, when wanting my roommates to ask if they can use my parking spot",1,is the sign of a good friend,action_situation,"{action}, when {situation}",social_chem
41239,"When trying to public ally humiliate a girl in my class on the last day of her senior year, is humiliating others good?",-1,People will think you're cruel and vindictive,action_situation_question,"When {situation}, is {action} good?",social_chem
723250,Do you have to drink too much before a meal or you might get full?,-1,You shouldn't,action_question,Do you have to {action}?,social_chem
810158,doing the same thing over and over again,-1,It's not okay,action,,social_chem
289391,Is calling out your family members to other family members moral?,-1,you shouldn't,action_question,Is {action} moral?,social_chem
214532,Is not liking all of your friends a good behavior?,-1,it's understandable,action_question,Is {action} a good behavior?,social_chem
395348,"Do you have to do things for your friends, when we played in front of our friends, and they loved it?",1,it's good,action_situation_question,"Do you have to {action}, when {situation}?",social_chem
398605,"Given let sleeping dogs lie, is not bringing up meaningless past situations ok?",0,it's expected,action_situation_question,"Given {situation}, is {action} ok?",social_chem
401913,"cheating on others, given when I slept with a taken man, the part I most enjoyed was being cuddled and kissed",-1,It is bad,action_situation,"{action}, given {situation}",social_chem
106521,"Is being a nerd wrong, if i have a split personality where one side of me is brutal and sadistic and the other is a goofy nerd. I call this inner nerd 'peter' and think of him as a separate person?",1,it's good,action_situation_question,"Is {action} wrong, if {situation}?",social_chem
