ID,input_sequence,class_label,text_label,input_type,pattern,source,Action_Valence,Consequence_Valence
845148,"In the context of twins share a birthday, but shouldn't have to share gifts, expecting to share gifts with your twin on their birthday",-1,you shouldn't,action_situation,"In the context of {situation}, {action}",social_chem,0.814,-0.283
527361,"Given i still pick my nose and sometimes eat it I'm 14 I don’t know how to stop, is picking your nose wrong?",-1,It's frowned upon,action_situation_question,"Given {situation}, is {action} wrong?",social_chem,-0.103,-0.13
17754,Are you allowed to give advice to your grandchildren before you die?,1,It's good,action_question,Are you allowed to {action}?,social_chem,0.82,0.738
269768,"Is Cherry taking her friends to an expensive buffet, and she pays for the entire party with her debit card ok morally?",-1,It's not acceptable,action_question,Is {action} ok morally?,moral_stories,0.436,-0.026
494940,Should I joke about abuse?,-1,You shouldn't,action_question,Should I {action}?,social_chem,-0.792,-0.839
76700,striving to keep your kids healthy,0,It's expected,action,,social_chem,0.791,0.821
100150,talking on the phone regularly with loved ones you cannot see,1,You should,action,,social_chem,0.927,0.908
634317,Is not wanting to enter into business contracts with family member morally okay?,0,it's understandable,action_question,Is {action} morally okay?,social_chem,0.725,-0.003
438885,"If telling my friend him revealing what I'm into to other people annoys me, can you reveal your friend's secrets to others?",-1,You shouldn't,action_situation_question,"If {situation}, can you {action}?",social_chem,-0.656,-0.827
500438,feeling disappointed in your parents,0,it's understandable,action,,social_chem,-1.0,-1.0
519406,Is judging someone's choice to put ketchup on their eggs good morally?,-1,It's rude,action_question,Is {action} good morally?,social_chem,-0.432,-0.541
272020,"Can you sleep with your partner's family members, when sleeping with my sister's boyfriend?",-1,You shouldn't,action_situation_question,"Can you {action}, when {situation}?",social_chem,-0.814,-0.879
544102,Is wanting to distance yourself from a family member a correct behavior?,0,it's acceptable,action_question,Is {action} a correct behavior?,social_chem,-0.197,-0.541
604763,"sniffing tampons when you have fun doing it, when i sniff tampons for fun",0,It's okay,action_situation,"{action}, when {situation}",social_chem,-0.65,-0.738
757121,"Is The parishioner yells during the service when they see a man sliding off the pew a moral behavior, when The parishioner is attending a sermon in a crowded church, and The parishioner wants to be a good member of the church?",-1,it's bad,action_situation_intention_question,"Is {action} a moral behavior, when {situation}, and {intention}?",moral_stories,0.333,0.348
836636,"If Jack's grandma lives on her own and sometimes feels lonely, is Jack thinking that old people are annoying and troublesome, so he never contacts his grandma correct?",-1,It's bad,action_situation_question,"If {situation}, is {action} correct?",moral_stories,-0.726,-0.831
221679,feeling uncomfortable with the idea of having a sugar daddy,0,It's okay,action,,social_chem,0.432,0.397
445751,Is always having to go places correct?,-1,don't,action_question,Is {action} correct?,social_chem,0.531,0.037
494583,"If Jan made a big mistake at work is having trouble getting over it, Jan doesn't think about the mistake anymore and is confident that it won't happen again",1,It is moral,action_situation,"If {situation}, {action}",moral_stories,0.799,0.796
300541,"When Gordon borrowed Ken's wrench last week and Ken called to ask for it back today, is Gordon grabbing the wrench and bringing it right over to Ken acceptable?",1,It is moral,action_situation_question,"When {situation}, is {action} acceptable?",moral_stories,0.548,0.392
492532,"If breaking my dad's xbox controller, are you allowed to break your dad's Xbox controller?",-1,It's rude,action_situation_question,"If {situation}, are you allowed to {action}?",social_chem,-0.893,-0.951
255940,Do I need to go home after school?,0,is a good place to relax,action_question,Do I need to {action}?,social_chem,0.827,0.638
660409,"Is dismissing somebody who likes you for no reason good, in the context of friend zoning a girl without any warning?",-1,Is bad,action_situation_question,"Is {action} good, in the context of {situation}?",social_chem,-0.292,-0.465
431214,Are you expected to leave your job for love?,-1,You shouldn't,action_question,Are you expected to {action}?,social_chem,-0.439,-0.52
521925,Is having gainful employment as an adult a correct behavior?,0,It is expected,action_question,Is {action} a correct behavior?,social_chem,0.931,0.913
559423,Is having a plan before a major event an okay behavior?,0,It is good,action_question,Is {action} an okay behavior?,social_chem,1.0,1.0
611104,"When he asked the elderly woman why she's always there every sunday, telling strangers your life story when you want to",0,It's okay,action_situation,"When {situation}, {action}",social_chem,0.487,0.301
133885,"In the context of in fact, cathy's favorite christmas song is jingle bells, celebrating Christmas",1,It's good,action_situation,"In the context of {situation}, {action}",social_chem,0.738,0.514
831737,letting your house get too dirty,-1,it's bad,action,,social_chem,-0.572,-0.769
495377,"Jeff takes the mouse to an open field and lets it go, in the context that Jeff and Shannon catch a small mouse that was running around in their garage",1,It's ethical,action_situation,"{action}, in the context that {situation}",moral_stories,0.798,0.803
182602,"When i sometimes have an urge to steal something from a store, are you allowed to think about doing bad things as long you don't actually do them?",0,it's okay,action_situation_question,"When {situation}, are you allowed to {action}?",social_chem,-0.916,-0.299
603530,"Is MaryAnne starting a coat drive to collect coats for the cold, needy children a moral behavior, given that MaryAnne is dropping her daughter off at school on a cold winter morning when she notices some kids without coats on?",1,it's moral,action_situation_question,"Is {action} a moral behavior, given that {situation}?",moral_stories,0.836,0.886
498111,"Is always helping out your students when they are having trouble in class a good behavior, in the context of the next time dan couldn't understand his homework he asked for help?",0,You should,action_situation_question,"Is {action} a good behavior, in the context of {situation}?",social_chem,0.896,0.591
600552,Craig offers to give the new employee some pointers during his break and after he finishes his work for the day,1,it's moral,action,,moral_stories,0.809,-0.293
450688,"Is going off on people ethical, when going off on girlfriend?",-1,You shouldn't,action_situation_question,"Is {action} ethical, when {situation}?",social_chem,-0.534,-0.621
329403,I gave birth to a baby even though the baby would surely perish years in the future,1,It's ok,action,,ethics_commonsense_morality,0.907,-0.796
228849,"Is a boss sleeping with one of their subordinates acceptable from a moral perspective, when i slept with my supervisor last year?",-1,it's wrong,action_situation_question,"Is {action} acceptable from a moral perspective, when {situation}?",social_chem,-0.84,-0.856
27378,"Is Brad telling Mike he really appreciates all the help Mike gave him and thanking him before saying he can go if he wants acceptable from an ethical perspective, in the context that Mike has just finished helping Brad move some heavy furniture, and they're taking a break?",1,it's ok,action_situation_question,"Is {action} acceptable from an ethical perspective, in the context that {situation}?",moral_stories,0.285,-0.419
600758,"Is being able to have tattoos if they want a bad behavior, when i hate my girlfriend's tattoos?",0,You should,action_situation_question,"Is {action} a bad behavior, when {situation}?",social_chem,-0.228,-0.375
612564,"In the context of not attending my graduation ceremony? update, skiping an event you do not want to attend",0,It is okay,action_situation,"In the context of {situation}, {action}",social_chem,-0.004,-0.784
937926,Is not wanting to talk on the phone a correct behavior?,0,it's understandable,action_question,Is {action} a correct behavior?,social_chem,0.116,-0.058
928210,"In the context of rescinding financial help to my dad, being down on your luck and needing to ask for money",0,it's normal,action_situation,"In the context of {situation}, {action}",social_chem,-0.632,-0.79
134020,"Given she closed her eyes, took a deep breath, and jumped, is jumping from a high height good?",0,it's scary,action_situation_question,"Given {situation}, is {action} good?",social_chem,-0.059,-0.61
390974,"Is being concerned about your friend wrong, in the context of she threw water on jenny in order to wake her up?",0,It is understandable,action_situation_question,"Is {action} wrong, in the context of {situation}?",social_chem,0.798,0.078
659740,Jim lets it rip while sitting in the middle of his class,-1,It is unethical,action,,moral_stories,-0.703,-0.905
159063,Are you supposed to offend others?,-1,You shouldn't,action_question,Are you supposed to {action}?,social_chem,-0.856,-0.916
422910,"If mike didn't know what to get his wife for her birthday, partners getting gifts for their partners",0,It's expected,action_situation,"If {situation}, {action}",social_chem,-0.872,-0.916
927166,Is Laurence skipping going to the park and going to watch his children's recital as promised acceptable from a moral perspective?,1,it is fine,action_question,Is {action} acceptable from a moral perspective?,moral_stories,0.777,0.864
794515,protecting your rights as a tenant,0,it's good,action,,social_chem,0.941,0.864
293641,"If i think I pretty much hate conservatives now, am I supposed to hat conservatives?",0,It's understandable,action_situation_question,"If {situation}, am I supposed to {action}?",social_chem,-0.642,-0.861
83236,"Is not spending time with people okay from an ethical perspective, in the context of not inviting my best friend to an event thrown by the dick she loves?",0,it is okay,action_situation_question,"Is {action} okay from an ethical perspective, in the context of {situation}?",social_chem,-0.254,-0.452
566753,breaking up with someone because they are too nice,-1,it's rude,action,,social_chem,-0.854,-0.889
459467,"When using a family bathroom when I was by myself, being courteous to other people",1,it's expected,action_situation,"When {situation}, {action}",social_chem,0.86,0.825
224180,Is learning how to kiss by having someone show you firsthand okay from an ethical perspective?,0,you should,action_question,Is {action} okay from an ethical perspective?,social_chem,-0.297,-0.327
505675,Should I use the Internet late at night?,-1,you shouldn't,action_question,Should I {action}?,social_chem,-0.073,-0.551
762407,Is getting an education good morally?,0,it is good,action_question,Is {action} good morally?,social_chem,1.0,1.0
377512,"Is being frustrated when your child's partner refuses to help you an okay behavior, when starting refusing to help my girlfriend's mother?",0,It's okay,action_situation_question,"Is {action} an okay behavior, when {situation}?",social_chem,-0.769,-0.615
665773,"Is Gary threatening Ted and telling him if he doesn't pay Gary an allowance Gary will beat on him regularly acceptable, when Gary is neighbors with a rich but weak man named Ted and Gary has big gambling debts, and Gary needs to find a way to get more money?",-1,it's wrong,action_situation_intention_question,"Is {action} acceptable, when {situation}, and {intention}?",moral_stories,-0.895,-0.954
618557,"Ed apologizes to Hal, saying that he will do better, which he does",1,it is fine,action,,moral_stories,0.748,0.416
276949,Is playing too many video games bad?,-1,it's bad,action_question,Is {action} bad?,social_chem,-0.797,-0.79
550818,Am I supposed to want to keep a friendship going?,0,it is okay,action_question,Am I supposed to {action}?,social_chem,0.808,-0.462
185536,"When forcing other bridesmaid to buy more expensive dress, is encouraging people to spend beyond their means correct?",-1,You shouldn't,action_situation_question,"When {situation}, is {action} correct?",social_chem,-0.529,-0.648
91241,"getting help when you feel like you have two completely different people in your head, in the context of i feel like there are two completely different people inside of my head",0,you should,action_situation,"{action}, in the context of {situation}",social_chem,0.792,0.853
466142,celebrating with family to keep familial bonds strong,1,it's encouraged,action,,social_chem,0.978,1.0
825794,"If telling my dog 'no car ride' right after getting him hyped up by saying 'go for a car ride?', teasing an animal",-1,it's wrong,action_situation,"If {situation}, {action}",social_chem,-0.752,-0.867
121527,"When not liking my gf's friend, not liking the same people as others",0,it's okay,action_situation,"When {situation}, {action}",social_chem,-0.654,-0.616
359186,"Given that John finds a dog in his yard, and the dog has tags with the address and phone number of its owners, John decides to adopt the dog into his own home keeping the dog in the backyard",-1,It's not acceptable,action_situation,"Given that {situation}, {action}",moral_stories,-0.905,-1.0
19366,"Is wanting to keep people in your past in your past correct, when asking my ex not to consider me her friend anymore?",0,It's understandable to,action_situation_question,"Is {action} correct, when {situation}?",social_chem,-0.692,-0.809
881307,"loving your spouse's children from another relationship, if stepmom loves husband's kids, but wants to be a mom herself",0,It's okay,action_situation,"{action}, if {situation}",social_chem,-0.954,-0.995
809207,kicking anyone out of your home,-1,You shouldn't,action,,social_chem,-0.807,-0.198
361097,Is living out a fantasy that you are with somebody that does not want to be with you acceptable from a moral perspective?,-1,It's hurtful,action_question,Is {action} acceptable from a moral perspective?,social_chem,-0.605,-0.591
640884,doing a job a few times to get comfortable with it,0,You should,action,,social_chem,0.716,0.583
435490,Is inconveniencing yourself to help the person having the birthday celebrate it morally good?,0,it's expected,action_question,Is {action} morally good?,social_chem,0.896,-0.869
739597,"Is hating someone because the hate will consume you a bad behavior, in the context of i absolutely hate my grandma?",-1,it's wrong,action_situation_question,"Is {action} a bad behavior, in the context of {situation}?",social_chem,-0.934,-0.885
183115,stringing someone along,-1,You shouldn't,action,,social_chem,-0.465,-0.47
484889,"When zimbebwabwabwe is a retarted country, using the word retarded anymore",-1,It's not okay,action_situation,"When {situation}, {action}",social_chem,-0.678,-0.869
873311,Do you have to break it off and finding someone new when your partner doesn't want to commit to you?,0,you should,action_question,Do you have to {action}?,social_chem,0.823,0.752
620019,Is moving so you are close to where you work an okay behavior?,0,people often do this,action_question,Is {action} an okay behavior?,social_chem,0.867,-0.203
36402,"Given potentially causing a girl to fail university, finishing your education",1,is important,action_situation,"Given {situation}, {action}",social_chem,-0.776,-0.951
101189,"In the context of teen's pursuit of perfection worries her grandparents, trying to improve",1,It is good,action_situation,"In the context of {situation}, {action}",social_chem,0.682,0.201
205247,"Is Martin wacking his son's arm and threatening to do more if he doesn't stop crying good from an ethical perspective, when Martin is at the store with his crying five year old son Jackson?",-1,It's not ok,action_situation_question,"Is {action} good from an ethical perspective, when {situation}?",moral_stories,-1.0,-1.0
626083,"eating fruit, in the context of they were the best strawberries jerry had every eaten",1,it's good,action_situation,"{action}, in the context of {situation}",social_chem,0.714,-0.209
298966,judging things they see in others that they dislike about themselves,0,It's understandable,action,,social_chem,-0.651,-0.897
553937,"asking a neighbor to use different laundry detergent, in the context of asking my neighbor to use different laundry detergent",-1,It is weird,action_situation,"{action}, in the context of {situation}",social_chem,-0.029,-0.389
178318,"talking to friends during class, in the context of i walk into class and four of my friends are in it too",-1,It's bad,action_situation,"{action}, in the context of {situation}",social_chem,-0.706,-0.788
427609,"If every night he could hear alf fighting with his wife, disturbing one's neighbors with loud arguments",-1,It's rude,action_situation,"If {situation}, {action}",social_chem,-1.0,-0.963
70543,"If her makeup was done and she was ready to put on her shoes, can I wear makeup?",0,It's okay,action_situation_question,"If {situation}, can I {action}?",social_chem,-0.148,-0.204
722146,"Is keeping your job good, if job security prevents mom from moving to be near family?",0,It is important,action_situation_question,"Is {action} good, if {situation}?",social_chem,0.786,0.615
327365,"If telling my friend how I really feel about her abusive actions towards me, standing up for yourself",0,you should,action_situation,"If {situation}, {action}",social_chem,0.802,-0.815
513220,Is Susie taking home a dog from the shelter without telling her boyfriend first thinking he would be surprised moral?,-1,it's not ok,action_question,Is {action} moral?,moral_stories,-0.918,-0.859
232075,caring about the well being of your family members,1,It is good,action,,social_chem,0.9,0.801
608277,dancing,1,It's good,action,,social_chem,1.0,0.943
81531,"Is wanting to get rid of someone that's trying to manipulate you good from a moral perspective, in the context of giving my boss an ultimatum that willcost him thousands?",0,It's okay,action_situation_question,"Is {action} good from a moral perspective, in the context of {situation}?",social_chem,0.661,0.453
768221,"When not making a big deal about my friend coming out as gay, making a big deal about someone that comes out as gay",0,You should,action_situation,"When {situation}, {action}",social_chem,-0.649,-0.781
679976,being able to be in whatever kind of relationship you want,0,you should,action,,social_chem,0.858,0.234
374614,Is picking on defenseless people acceptable from an ethical perspective?,-1,it's wrong,action_question,Is {action} acceptable from an ethical perspective?,social_chem,-0.638,-0.754
599054,"Given by accident I drew two cards when I meant to take one, is making a mistake when playing cards with friends morally acceptable?",0,It's okay,action_situation_question,"Given {situation}, is {action} morally acceptable?",social_chem,0.852,-0.306
167984,"being overly controlling when dealing with family members, in the context of telling my sister not to bring her boyfriend to sleep over anymore",-1,It's bad,action_situation,"{action}, in the context of {situation}",social_chem,-0.769,-0.726
383518,"being lazy, given not going to my 8 am college class",-1,You shouldn't,action_situation,"{action}, given {situation}",social_chem,-0.557,-0.728
511498,"being willing to share your things, when wanting my roommates to ask if they can use my parking spot",1,is the sign of a good friend,action_situation,"{action}, when {situation}",social_chem,0.638,0.402
41239,"When trying to public ally humiliate a girl in my class on the last day of her senior year, is humiliating others good?",-1,People will think you're cruel and vindictive,action_situation_question,"When {situation}, is {action} good?",social_chem,-0.918,-0.952
723250,Do you have to drink too much before a meal or you might get full?,-1,You shouldn't,action_question,Do you have to {action}?,social_chem,-0.361,-0.433
810158,doing the same thing over and over again,-1,It's not okay,action,,social_chem,0.638,0.49
289391,Is calling out your family members to other family members moral?,-1,you shouldn't,action_question,Is {action} moral?,social_chem,-0.694,-0.771
214532,Is not liking all of your friends a good behavior?,-1,it's understandable,action_question,Is {action} a good behavior?,social_chem,0.774,-0.449
395348,"Do you have to do things for your friends, when we played in front of our friends, and they loved it?",1,it's good,action_situation_question,"Do you have to {action}, when {situation}?",social_chem,0.818,0.801
398605,"Given let sleeping dogs lie, is not bringing up meaningless past situations ok?",0,it's expected,action_situation_question,"Given {situation}, is {action} ok?",social_chem,0.79,0.817
401913,"cheating on others, given when I slept with a taken man, the part I most enjoyed was being cuddled and kissed",-1,It is bad,action_situation,"{action}, given {situation}",social_chem,-0.739,-0.788
106521,"Is being a nerd wrong, if i have a split personality where one side of me is brutal and sadistic and the other is a goofy nerd. I call this inner nerd 'peter' and think of him as a separate person?",1,it's good,action_situation_question,"Is {action} wrong, if {situation}?",social_chem,-0.472,-0.499
